nombre_entidad,nit_entidad,nivel,orden,numero_de_resolucion,documento_contratista,nombre_contratista,numero_de_contrato,valor_sancion,fecha_de_publicacion,ruta_de_proceso,cod_depto,cod_mpio,dpto,nom_mpio
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,Constancia Ejecutoria Resol. 44374 IDU-1275-2014,9007662331,CONSORCIO ESPACIOS URBANOS 009,IDU-1275-2014,145271808,2015-06-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2308,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,309 de 2016,81715332,DAIRON ANDRES CAMILO GALINDO CASTRO,268 DE 2015,3108000,2016-07-07T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3813,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE TURISMO,NO DEFINIDO,TERRITORIAL,NACIONAL DESCENTRALIZADO,146-2015,79108177,SAUL ENRIQUE REYES PIÑEROS,125-2015,2400000,2015-10-15T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2791,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - JARDÍN BOTÁNICO,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,287-2012,79657991,JOSE NELSON BARRERA PIÑEROS,JBB-CTO-727-2011,5433200,2012-11-30T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2662,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - ALCALDÍA LOCAL DE BOSA,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,1240-2013,8300481308,CORPORACION PARA EL DESARROLLO Y DIFUSION DEL ARTE,060-2013,50000000,2013-12-02T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=87,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - SECRETARÍA DE DESARROLLO ECONOMICO,NO DEFINIDO,TERRITORIAL,NACIONAL DESCENTRALIZADO,RESOLUCIONES 277 Y 292 DE 2015,8300607083,INDUSTRIAS ROD SAS,321-2014,1910752,2015-06-01T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2243,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - SECRETARÍA DISTRITAL DE AMBIENTE,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,2228-2014,80099451,OMAR HERNANDO GARZON SANCHEZ,SDA-724-2011,1320000,2014-07-05T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=958,11,11001,BOGOTA,BOGOTA
CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),899999067,NACIONAL,NACIONAL CENTRALIZADO,396,9003839144,HMS INGENIERIA SAS,CGR 508-14,1250000,2015-03-02T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1903,11,11001,BOGOTA,BOGOTA
UNIDAD DE GESTIÓN PENSIONAL Y PARAFISCALES (UGPP),900373913,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCIÓN 1372 DEL 19-10-2017,9008093730,UNION TEMPORAL ADMINISTRACION INTEGRAL 2014,03.256-2015,333603909,2017-10-19T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6256,11,11001,BOGOTA,BOGOTA
AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCION No 085 DE 2020 Y SUS ANEXOS,9004674041,ALVARO ROLANDO PEREZ CASTRO ABOGADOS SAS,245-2017,47753375,2020-01-24T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9618,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - SECRETARÍA DE INTEGRACIÓN SOCIAL,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,1234 Y 1590,51641208,LUZ MERY ALARCON ROJAS,6123-2017,216300,2017-09-27T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6135,11,11001,BOGOTA,BOGOTA
CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),899999067,NACIONAL,NACIONAL CENTRALIZADO,3190,8908043789,DATAPOINT DE COLOMBIA SAS,CGR 307-13,11133740,2014-04-21T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=545,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,Resolución 7688 de 2016,9005805977,CONSORCIO AG - 14,IDU-49-2012,61931152,2016-07-28T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3915,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,RESOLUCION 63202,19229812,ALVARO NIÑO CORTES,IDU-1333-2015,15701760,2015-10-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2951,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,67448 DE 2014,8301132067,UNION TEMPORAL BOL,IDU-83-2012,27631494,2014-06-19T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=977,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - SECRETARÍA DISTRITAL DE MOVILIDAD,NO DEFINIDO,TERRITORIAL,NACIONAL DESCENTRALIZADO,RESOLUCION 004 DEL 04 DE FEBRERO DE 2014,1047388484,GISELLA ROSA GOMEZ PAYARES,2011-480,3534960,2014-02-04T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=583,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE PARTICIPACION Y ACCION COMUNAL,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,RESOLUCION 399 DE 2016,13069405,CAMILO ANDRES AVILA TRIANA,017-2016,570000,2016-12-14T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4797,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,Resolución 009818 de 2016,19229812,ALVARO NIÑO CORTES,IDU1333-215,396377276,2016-10-26T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4515,11,11001,BOGOTA,BOGOTA
CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),899999067,NACIONAL,NACIONAL CENTRALIZADO,005075,8738406,NESTOR EMILIO VARGAS MANOTAS,CGR 062-12,3000000,2014-05-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=824,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,3163 DE 2013,9003090906,CONSORCIO INTERVIAL 09,IDU-31-2009,360544249,2013-12-12T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1590,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,RESOLUCION 177 DE 2013,900508866,TOTAL CONCIERTOS SAS,IDRD-CAE-2030-2012,69868079,2013-04-08T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=365,11,11001,BOGOTA,BOGOTA
AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES (ANLA),900467239,NACIONAL,NACIONAL CENTRALIZADO,1240 y 1281,79684583,YESID EDISON VARGAS SUAREZ,053 DE 2014,4340000,2014-10-20T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1363,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - TRANSMILENIO,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,240,900398793,EGOBUS SAS,CTO13-10,0,2016-04-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3460,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE PARTICIPACION Y ACCION COMUNAL,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,RESOLUCION 423 DE 2016,1075219157,JOSE RENE ROMERO JIMENEZ,026-2016,673334,2016-12-28T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4840,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,RESOLUCIÓN NUMERO 003730 DE 2017,9006863748,CONSORCIO PV AVENIDA JIMENEZ,IDU-2172-2013,101039725.25,2017-07-21T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5895,11,11001,BOGOTA,BOGOTA
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,40-2015,1014280887,MARIA ALEJANDRA CEBALLOS,1621-2014,427985,2015-02-13T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1823,11,11001,BOGOTA,BOGOTA
UNIDAD DE GESTIÓN PENSIONAL Y PARAFISCALES (UGPP),900373913,NACIONAL,NACIONAL DESCENTRALIZADO,1222 DEL 11 DE SEPTIEMBRE DE 2017,9008093730,UNION TEMPORAL ADMINISTRACION INTEGRAL 2014,03.256-2015,24050145,2017-09-11T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6057,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,CONTANCIA EJECUTORIA RESOL 010301 DE 2016,8301178967,CONSTRUCCIONES AR & S LTDA,IDU-1947-2014,218582081,2016-12-23T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4838,11,11001,BOGOTA,BOGOTA
SUPERINTENDENCIA DE SOCIEDADES (SUPERSOCIEDADES),899999086,NACIONAL,NACIONAL CENTRALIZADO,500000857,8405489,JAVIER HERNANDO LOPERA MARTINEZ,078 DE 2015,3973644,2015-11-03T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2872,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - SECRETARÍA DE EDUCACIÓN,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,1519-2017,79329489,RICARDO RUBIO ANGULO,1211-2015,6962800,2017-09-01T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6075,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - ALCALDÍA LOCAL RAFAEL URIBE URIBE,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,RESOLUCION 043 DE 2015,8300645236,FUND INSTITUTO DE ALTOS ESTUDIOS - FUNALTOS,CPS-174-2011,12043200,2015-03-03T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1904,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - SECRETARÍA DE EDUCACIÓN,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,RESOLUCION 000332,9002581230,EAR INGENIEROS LTDA,3361-2013,139375502,2017-06-07T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5756,11,11001,BOGOTA,BOGOTA
"INSTITUTO DE HIDROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES (IDEAM)",830000602,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCION 0195 DE 2014,72311499,ALFONSO RAFAEL OCAMPO ARRIETA,CPS 299 DE 2012,26923723,2014-02-07T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=205,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - SECRETARÍA DE HACIENDA DISTRITAL,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,DGC-00160,8305149792,KRIBA INGENIEROS LIMITADA,140362-0-2014,1602227,2015-03-13T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2228,11,11001,BOGOTA,BOGOTA
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL (PONAL),800140603,NACIONAL,NACIONAL CENTRALIZADO,205 DEL 11 AGOSTO DE 2015,800158705,ARCHIVO TOTAL LIMITADA,03-7-10151-15,8999976,2015-08-11T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2480,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - SECRETARÍA DISTRITAL DE AMBIENTE,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,SDA-DGC-SC-ADBP-003 DE 2015,52742593,MAYRA ALEJANDRA LOAIZA MONROY,SDA-1559-2012,58250,2015-06-24T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2474,11,11001,BOGOTA,BOGOTA
AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA (APC),900484852,NACIONAL,NACIONAL DESCENTRALIZADO,109,1032387942,JOSE MANUEL CORDOBA CASTILLO,051 de 2019,3249270,2020-06-04T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9619,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - TRANSMILENIO,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,252,900398793,EGOBUS SAS,CTO13-10,0,2016-04-28T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3480,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,RESOLUCION 174 DE 2013,900508866,TOTAL CONCIERTOS SAS,IDRD-CAE-2030-2012,69868079,2013-04-08T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=364,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,40481,9003214535,CONSORCIO VIAS 2009,IDU-54-2009,830568885,2014-06-12T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=817,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,Constancia Ejecutoria,19229812,ALVARO NIÑO CORTES,IDU1333-215,396377276,2016-11-09T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4517,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - JARDÍN BOTÁNICO,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,064-2015,1105788447,KERVIN ANGARITA CONDE,JBB-CTO-218-2014,1421700,2015-03-18T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2673,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,20833,9005088342,GRUPO DBS SAS,IDU-283-2014,3377999,2014-05-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=750,11,11001,BOGOTA,BOGOTA
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),899999239,NACIONAL,NACIONAL CENTRALIZADO,1338,800075498,ASOCIACION DE PADRES  DE HOGARES BARRIO CASABIANCA,1735-2018,4821169,2020-05-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9638,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - TRANSMILENIO,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,235,900398793,EGOBUS SAS,CTO12-10,0,2016-04-25T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3455,11,11001,BOGOTA,BOGOTA
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,RESOLUCIÓN - 100,1014197171,GUILLERMO URBANO ARDILA,256 de 2017,1321000,2017-08-08T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5957,11,11001,BOGOTA,BOGOTA
MINISTERIO DE CULTURA (MINCULTURA),830034348,NACIONAL,NACIONAL CENTRALIZADO,RESOLUCION 2000 - 08 DE JULIO DE 2015,830042460,COMPAÑIA COLOMBIANA DE CONSTRUCCION SA COD SA,2164 - 2014,9484939,2015-07-08T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5355,11,11001,BOGOTA,BOGOTA
SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO (SUPERINDUSTRIA),800176089,NACIONAL,NACIONAL CENTRALIZADO,574 DEL 13 DE ENERO DE 2014,9000629179,SERVICIOS POSTALES NACIONALES SA,242 DE 2012,188119073,2014-01-13T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=467,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,RESOLUCION 56426 DE 2015,9007629538,CONSORCIO ESPACIOS URBANOS 008,IDU-795-2014,668102162,2015-08-11T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2495,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,RESOLUCIÓN 26617 DE 2015,8002310218,I C M INGENIEROS S A,IDU-32-2011,485545718,2015-04-14T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2303,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE PARTICIPACION Y ACCION COMUNAL,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,355 DE 2016,22548175,PIEDAD CAROLINA NUÑEZ CERA,565-2015,720000,2016-11-17T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4738,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - ORQUESTA FILARMONICA,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,063-2017,79302798,MARIO JAVIER SANTANDER SUAREZ,465-2016,1985918,2017-03-06T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5395,11,11001,BOGOTA,BOGOTA
DIRECCIÓN NACIONAL DE INTELIGENCIA (DNI),900475460,NACIONAL,NACIONAL CENTRALIZADO,183-2017,79391917,JHON ALEJANDRO FRANCO OTERO,043-2015,2555573,2017-03-15T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5301,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - JARDÍN BOTÁNICO,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,042-2014,1013585116,ERWIN STIP BARRETO NOVOA,JBB-CTO-523-2013,1855350,2014-03-14T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2665,11,11001,BOGOTA,BOGOTA
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,Resolucion N° 18 de 2017,52980544,DIANA CATALINA RODRIGUEZ GARZON,cto 142 - 2017,324530,2017-03-09T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5675,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - JARDÍN BOTÁNICO,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,017-2015,52285370,MARILUZ SAENZ VARGAS,JBB-CTO-794-2014,474150,2015-01-22T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2679,11,11001,BOGOTA,BOGOTA
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,141-2016,28612044,ALICIA ESPERANZA LAMPREA PERDOMO,311-2015,1246671,2016-08-23T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4215,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,003947-2019,79650695,DIVANOVIG ALEXANDER LEMUS PULIDO,IDU-1217-2019,2344999,2019-12-27T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9663,11,11001,BOGOTA,BOGOTA
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),899999027,NACIONAL,NACIONAL CENTRALIZADO,RESOLUCION 163-2016,1030565981,LUIS ORLANDO CANDELA MONTENEGRO,CTO 1373-2016,35838,2016-10-13T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4363,11,11001,BOGOTA,BOGOTA
SUPERINTENDENCIA FINANCIERA DE COLOMBIA (SUPERFINANCIERA),890999057,NACIONAL,NACIONAL DESCENTRALIZADO,0874,8020191628,LUPA JURIDICA SAS,SF-3-048-2015,4099880,2017-06-27T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=5918,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,Resolución 20912 de 2015,9006863748,CONSORCIO PV AVENIDA JIMENEZ,IDU-2172-2013,0,2015-03-26T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2048,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,105651 de 2014,9004861981,CONSORCIO MJ,IDU-53-2011,2162991,2014-11-28T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1596,11,11001,BOGOTA,BOGOTA
UNIDAD DE GESTIÓN PENSIONAL Y PARAFISCALES (UGPP),900373913,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCION 2330 DEL 02 DICIEMBRE DE 2016,830115149,SETCOLTUR SAS,03.346-2016,32034,2016-12-02T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=4775,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IED. HELADIA MEJIA,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,03,830093880,TURIEXPRESS LTDA,13,869000,2014-05-19T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1019,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - JARDÍN BOTÁNICO,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,063-2015,1113305164,JHON EDWARD URIBE BERMUDEZ,JBB-CTO-1133-2013,1171800,2015-03-18T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2682,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,EJECUTORIA RESOLUCION 64252 DE 2015,19229812,ALVARO NIÑO CORTES,IDU-1333-2015,15701760,2015-11-23T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2953,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - SECRETARÍA DE INTEGRACIÓN SOCIAL,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,0579 Y 1369,800160033,COMITE CIVICO FEMENINO DE LOS BARRIOS ESTRELLA DEL,3940-2015,1699526,2017-04-03T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=6019,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,Resolución 61909 de 2015,12130663,LUIS ENRIQUE OLAYA ALBA,IDU-553-2015,4620000,2015-10-09T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3461,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,310 de 2016,8300611018,DISEÑOS Y CONFECCIONES VIA APPIA LTDA(HOY LIMINA S,273 DE 2015,4268800,2016-07-07T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=3814,11,11001,BOGOTA,BOGOTA
AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,RESOLUCION No 1290 DE 2019 Y SUS ANEXOS,9002432795,SOCIEDAD PORTUARIA PUERTO HONDO SA,004-2011,26117546,2019-08-29T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=9678,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IED. SOTAVENTO,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,CMC-CS-005-2014,52100515,LUZ DARY VARON,005,0,2014-01-17T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=822,11,11001,BOGOTA,BOGOTA
"DEPARTAMENTO ADMINISTRATIVO DEL DEPORTE, LA RECREACIÓN, LA ACTIVIDAD FÍSICA Y EL APROVECHAMIENTO DEL TIEMPO LIBRE (COLDEPORTES)",899999306,NACIONAL,NACIONAL DESCENTRALIZADO,000726 DEL 17 DE MAYO DE 2013,800199735,FONDO MIXTO PARA LA PROMOCION DEL DEPORTE,390 DE 2011,1005807539,2013-05-17T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=1257,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - IDU,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,Resolución 25651 de 2015,8604512531,CIVING INGENIEROS CONTRATISTAS SAS,IDU-1840-2013,23607740,2015-04-10T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2151,11,11001,BOGOTA,BOGOTA
BOGOTÁ D.C. - JARDÍN BOTÁNICO,NO DEFINIDO,TERRITORIAL,DISTRITO CAPITAL,111-2012,900451289,UNION TEMPORAL UN PULMON PARA TI D C,JBB-CTO-701-2011,310422014,2012-06-19T00:00:00.000,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2661,11,11001,BOGOTA,BOGOTA
